MAKE,PRICE,YEAR,KILOMETER,FUEL TYPE,TRANSMISSION,COLOR,OWNER,SELLER TYPE,ENGINE,MAX POWER,MAX TORQUE,DRIVETRAIN,LENGTH,WIDTH,HEIGHT,SEATING CAPACITY,FUEL TANK CAPACITY
Tata,580000,2018,81000,Petrol,Automatic,Red,First,Individual,1198.0,108.0,170.0,FWD,3994.0,1811.0,1607.0,5.0,44.0
Maruti Suzuki,495000,2015,13716,Petrol,Manual,Silver,First,Individual,1197.0,85.0,114.0,FWD,3995.0,1695.0,1555.0,5.0,42.0
Maruti Suzuki,550000,2014,89000,Diesel,Manual,White,First,Individual,1248.0,74.0,190.0,FWD,3995.0,1695.0,1555.0,5.0,42.0
Kia,1485000,2021,13000,Diesel,Automatic,Red,First,Individual,1493.0,113.0,250.0,FWD,3995.0,1790.0,1647.0,5.0,45.0
Skoda,885000,2018,38000,Petrol,Manual,Red,First,Individual,1598.0,104.0,153.0,FWD,4413.0,1699.0,1466.0,5.0,55.0
Audi,3650000,2012,25500,Petrol,Automatic,Blue,Second,Corporate,4163.0,444.0,430.0,AWD,4649.0,1860.0,1366.0,5.0,64.0
Hyundai,715000,2020,17000,Petrol,Automatic,Silver,First,Individual,1197.0,82.0,114.0,FWD,3805.0,1680.0,1520.0,5.0,37.0
Mercedes-Benz,2485000,2012,44724,Petrol,Automatic,White,First,Individual,3496.0,272.0,350.0,AWD,5157.0,2183.0,1659.0,7.0,80.0
Toyota,2250000,2020,24549,Diesel,Manual,Grey,Second,Individual,2393.0,148.0,343.0,RWD,4735.0,1830.0,1795.0,7.0,55.0
Hyundai,1050000,2017,97000,Diesel,Automatic,Silver,First,Corporate,1582.0,126.0,265.0,FWD,4270.0,1780.0,1630.0,5.0,60.0
Toyota,3600000,2018,7800,Diesel,Automatic,White,First,Individual,2755.0,174.0,450.0,RWD,4795.0,1855.0,1835.0,7.0,80.0
Renault,375000,2019,55000,Petrol,Manual,Silver,First,Individual,799.0,53.0,72.0,FWD,3679.0,1579.0,1478.0,5.0,28.0
Audi,7200000,2021,20000,Petrol,Automatic,White,UnRegistered Car,Individual,1984.0,180.0,320.0,FWD,4915.0,1874.0,1455.0,5.0,75.0
Tata,2395000,2021,13594,Diesel,Automatic,Blue,First,Individual,1956.0,168.0,350.0,FWD,4661.0,1894.0,1786.0,6.0,50.0
Audi,1775000,2014,75000,Diesel,Automatic,White,First,Individual,1968.0,177.0,380.0,FWD,4915.0,1874.0,1455.0,5.0,65.0
Honda,325000,2014,43037,Petrol,Manual,Silver,First,Individual,1198.0,87.0,109.0,FWD,3610.0,1680.0,1500.0,5.0,35.0
Maruti Suzuki,425000,2013,26000,Diesel,Manual,White,First,Individual,1248.0,74.0,190.0,FWD,3850.0,1695.0,1530.0,5.0,42.0
Mahindra,1475000,2020,78000,Diesel,Manual,White,First,Individual,2179.0,140.0,320.0,RWD,4456.0,1820.0,1995.0,7.0,60.0
Toyota,1580000,2018,115000,Diesel,Automatic,Beige,First,Individual,2755.0,172.0,360.0,RWD,4735.0,1830.0,1795.0,7.0,55.0
Honda,869000,2021,8700,Petrol,Automatic,Brown,First,Individual,1199.0,89.0,110.0,FWD,3995.0,1695.0,1501.0,5.0,35.0
Mercedes-Benz,5850000,2019,31000,Diesel,Automatic,Grey,First,Corporate,2143.0,201.0,500.0,AWD,4819.0,2141.0,1796.0,5.0,93.0
Jeep,1900000,2020,41736,Diesel,Automatic,Grey,First,Individual,1956.0,171.0,350.0,AWD,4395.0,1818.0,1640.0,5.0,60.0
Maserati,9000000,2017,40000,Diesel,Automatic,White,Second,Individual,2979.0,275.0,600.0,AWD,5005.0,1981.0,1693.0,5.0,80.0
Toyota,3550000,2020,55000,Diesel,Automatic,Black,First,Corporate,2755.0,174.0,450.0,RWD,4795.0,1855.0,1835.0,7.0,80.0
Porsche,3500000,2014,160000,Petrol,Automatic,Blue,First,Individual,4806.0,500.0,700.0,AWD,4846.0,1939.0,1702.0,5.0,100.0
Toyota,2425000,2022,11000,Diesel,Automatic,Black,First,Individual,2393.0,148.0,360.0,RWD,4735.0,1830.0,1795.0,7.0,55.0
Audi,2200000,2014,95000,Diesel,Automatic,White,First,Individual,2967.0,241.0,550.0,AWD,5089.0,1983.0,1737.0,7.0,100.0
Maruti Suzuki,520000,2019,76000,CNG,Manual,White,First,Individual,998.0,58.0,78.0,FWD,3655.0,1620.0,1675.0,5.0,60.0
Maruti Suzuki,390000,2018,18000,Petrol,Manual,Silver,First,Individual,998.0,67.0,90.0,FWD,3545.0,1490.0,1475.0,5.0,35.0
Maruti Suzuki,540000,2015,38000,Petrol,Manual,Gold,First,Individual,1373.0,91.0,130.0,FWD,4490.0,1730.0,1485.0,5.0,43.0
Maruti Suzuki,699000,2018,43000,Diesel,Automatic,Red,First,Individual,1248.0,74.0,190.0,FWD,3840.0,1735.0,1530.0,5.0,37.0
Hyundai,484999,2013,107000,Diesel,Manual,White,First,Individual,1582.0,126.0,260.0,FWD,4370.0,1700.0,1475.0,5.0,43.0
Mercedes-Benz,7500000,2021,13000,Petrol,Automatic,Red,First,Individual,2996.0,362.0,520.0,RWD,4702.0,1810.0,1434.0,4.0,66.0
Mercedes-Benz,850000,2011,85000,Diesel,Automatic,White,Second,Individual,2143.0,203.0,500.0,RWD,4868.0,1854.0,1471.0,5.0,90.0
Tata,1085000,2018,8922,Petrol,Automatic,Red,First,Individual,1198.0,108.0,170.0,FWD,3994.0,1811.0,1607.0,5.0,44.0
Maruti Suzuki,319000,2013,47800,Petrol,Manual,Red,First,Individual,796.0,47.0,69.0,FWD,3395.0,1490.0,1475.0,5.0,35.0
Mahindra,549000,2012,143000,Diesel,Manual,Silver,First,Individual,2179.0,140.0,330.0,FWD,4585.0,1890.0,1785.0,7.0,70.0
Tata,1725000,2019,68758,Diesel,Manual,White,First,Individual,1956.0,138.0,350.0,FWD,4598.0,1894.0,1706.0,5.0,50.0
Honda,475000,2015,72000,Diesel,Manual,White,Second,Individual,1498.0,99.0,200.0,FWD,4386.0,1683.0,1603.0,7.0,42.0
Tata,890000,2022,7500,Petrol,Manual,White,First,Individual,1199.0,84.0,113.0,FWD,3827.0,1742.0,1615.0,5.0,37.0
Hyundai,445000,2016,22402,Petrol,Manual,Grey,First,Individual,1197.0,81.0,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0
Honda,1060000,2019,12382,Petrol,Manual,Maroon,First,Corporate,1497.0,117.0,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,690000,2017,61000,Diesel,Manual,Orange,First,Individual,1248.0,74.0,190.0,FWD,3995.0,1745.0,1500.0,5.0,37.0
Jaguar,4200000,2018,90868,Diesel,Automatic,Blue,First,Individual,1999.0,177.0,430.0,AWD,4731.0,2071.0,1651.0,5.0,82.0
Land Rover,12500000,2022,22010,Petrol,Automatic,White,First,Individual,1997.0,296.0,400.0,AWD,4879.0,2073.0,1803.0,5.0,104.0
Toyota,1750000,2015,72000,Diesel,Automatic,Black,Second,Individual,2982.0,169.0,343.0,AWD,4705.0,1840.0,1850.0,7.0,80.0
Renault,395000,2018,75500,Petrol,Manual,Blue,First,Individual,999.0,67.0,91.0,FWD,3679.0,1579.0,1478.0,5.0,28.0
BMW,2790000,2018,25000,Diesel,Automatic,White,First,Individual,1995.0,188.0,400.0,FWD,4439.0,1821.0,1612.0,5.0,51.0
Audi,2475000,2018,38000,Diesel,Automatic,Red,First,Individual,1968.0,184.0,380.0,AWD,4385.0,1831.0,1608.0,5.0,64.0
Hyundai,750000,2018,33647,Petrol,Automatic,Red,First,Individual,1197.0,82.0,115.0,FWD,3985.0,1734.0,1505.0,5.0,40.0
Mahindra,950000,2016,86000,Diesel,Manual,White,First,Individual,2179.0,138.0,330.0,FWD,4585.0,1890.0,1785.0,7.0,70.0
Hyundai,569000,2018,57847,Petrol,Manual,Grey,First,Individual,1197.0,81.0,114.0,FWD,3765.0,1660.0,1520.0,5.0,43.0
Maruti Suzuki,470000,2016,74000,Petrol,Manual,White,First,Individual,1197.0,83.0,115.0,FWD,3995.0,1695.0,1555.0,5.0,42.0
Porsche,5350000,2015,58000,Diesel,Automatic,White,First,Individual,2967.0,245.0,550.0,AWD,4846.0,2155.0,1705.0,5.0,85.0
Nissan,450000,2014,85000,Diesel,Manual,Silver,Second,Individual,1461.0,84.0,200.0,FWD,4331.0,1822.0,1671.0,5.0,50.0
Renault,299000,2016,26000,Petrol,Manual,Brown,First,Individual,999.0,67.0,91.0,FWD,3679.0,1579.0,1478.0,5.0,28.0
Hyundai,1875000,2020,18000,Petrol,Automatic,Black,First,Individual,1353.0,138.0,242.0,FWD,4300.0,1790.0,1635.0,5.0,50.0
Mahindra,1825000,2022,11000,Diesel,Automatic,Black,First,Individual,2184.0,130.0,300.0,AWD,3985.0,1820.0,1844.0,4.0,57.0
Land Rover,4459000,2018,57300,Diesel,Automatic,White,First,Individual,2179.0,148.0,400.0,AWD,4600.0,2069.0,1724.0,7.0,65.0
Toyota,790000,2019,25000,Petrol,Automatic,Red,First,Individual,1197.0,82.0,113.0,FWD,3995.0,1745.0,1510.0,5.0,37.0
Hyundai,1095000,2017,39000,Petrol,Automatic,Red,Second,Individual,1591.0,122.0,154.0,FWD,4270.0,1780.0,1630.0,5.0,60.0
Toyota,1950000,2020,45000,Diesel,Manual,Grey,First,Individual,2393.0,148.0,343.0,RWD,4735.0,1830.0,1795.0,7.0,55.0
Volkswagen,525000,2015,80852,Petrol,Automatic,Grey,Second,Individual,1198.0,103.0,175.0,FWD,3970.0,1682.0,1453.0,5.0,45.0
Isuzu,2100000,2018,75592,Diesel,Automatic,White,First,Individual,2999.0,174.0,380.0,RWD,4825.0,1860.0,1840.0,7.0,65.0
Maruti Suzuki,270000,2014,54420,Petrol,Manual,Silver,First,Individual,998.0,67.0,90.0,FWD,3620.0,1475.0,1460.0,5.0,35.0
Toyota,894999,2015,39780,Petrol,Automatic,White,First,Individual,1798.0,138.0,173.0,FWD,4620.0,1775.0,1475.0,5.0,55.0
Hyundai,335000,2013,78301,Petrol,Automatic,Grey,Second,Individual,1197.0,79.0,112.7619,FWD,3585.0,1595.0,1550.0,5.0,35.0
Tata,1000000,2018,38000,Diesel,Manual,White,First,Individual,2179.0,148.0,320.0,RWD,4788.0,1903.0,1791.0,7.0,60.0
Hyundai,960000,2016,37079,Petrol,Automatic,Red,First,Individual,1591.0,122.0,154.0,FWD,4270.0,1780.0,1630.0,5.0,60.0
Mercedes-Benz,7200000,2018,87200,Diesel,Automatic,White,First,Individual,2987.0,255.0,620.0,AWD,5130.0,1934.0,1850.0,7.0,100.0
Audi,1300000,2014,51000,Diesel,Automatic,Gold,Second,Individual,1968.0,174.0,380.0,AWD,4385.0,1831.0,1608.0,5.0,64.0
Volkswagen,375000,2013,39000,Petrol,Manual,Red,First,Individual,1198.0,74.0,110.0,FWD,3970.0,1682.0,1453.0,5.0,45.0
Jaguar,3299000,2017,29999,Diesel,Automatic,Blue,First,Individual,1999.0,177.0,430.0,RWD,4795.0,1967.0,1416.0,5.0,56.0
Audi,1798999,2016,84700,Diesel,Automatic,White,First,Individual,1968.0,174.0,380.0,AWD,4385.0,1831.0,1608.0,5.0,64.0
Hyundai,545000,2014,56000,Petrol,Manual,Red,First,Individual,1591.0,121.0,158.0,FWD,4370.0,1700.0,1475.0,5.0,43.0
Hyundai,1085000,2022,3383,Petrol,Manual,Blue,First,Individual,998.0,118.0,172.0,FWD,3995.0,1770.0,1605.0,5.0,45.0
Maruti Suzuki,725000,2018,42000,Diesel,Manual,White,First,Individual,1248.0,89.0,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0
BMW,1090000,2012,65000,Diesel,Automatic,Silver,Second,Individual,1995.0,184.0,380.0,AWD,4648.0,1881.0,1661.0,5.0,67.0
Honda,900000,2019,17000,Petrol,Manual,White,First,Individual,1199.0,89.0,110.0,FWD,3999.0,1734.0,1601.0,5.0,40.0
BMW,3400000,2016,38000,Diesel,Automatic,White,Second,Individual,1995.0,188.0,400.0,RWD,4936.0,1868.0,1479.0,5.0,65.0
Honda,295000,2014,62500,Diesel,Manual,Bronze,First,Individual,1498.0,99.0,200.0,FWD,3990.0,1680.0,1505.0,5.0,35.0
Tata,2251000,2021,30229,Diesel,Automatic,White,First,Individual,1956.0,168.0,350.0,FWD,4598.0,1894.0,1706.0,5.0,50.0
Porsche,9300000,2019,9000,Petrol,Automatic,Blue,First,Corporate,3436.0,325.0,390.0,AWD,4491.0,1852.0,1304.0,4.0,68.0
Maruti Suzuki,430000,2016,26600,CNG,Manual,Brown,First,Individual,998.0,58.0,77.0,FWD,3599.0,1495.0,1700.0,5.0,35.0
Maruti Suzuki,600000,2017,86000,Diesel,Manual,Brown,Second,Individual,1248.0,89.0,200.0,FWD,4490.0,1730.0,1485.0,5.0,43.0
Hyundai,1595000,2017,86000,Petrol,Automatic,Blue,First,Individual,1999.0,153.0,192.0,FWD,4475.0,1850.0,1660.0,5.0,62.0
Hyundai,375000,2013,29135,Petrol,Manual,White,First,Individual,1197.0,83.0,113.0,FWD,3995.0,1710.0,1505.0,5.0,45.0
Volvo,1200000,2015,50965,Diesel,Automatic,White,First,Corporate,1984.0,150.0,350.0,FWD,4370.0,1783.0,1458.0,5.0,60.0
Toyota,1525000,2014,72000,Diesel,Automatic,White,First,Individual,2982.0,169.0,360.0,RWD,4705.0,1840.0,1850.0,7.0,80.0
Mercedes-Benz,2675000,2016,28000,Petrol,Automatic,Silver,First,Individual,1991.0,181.0,300.0,RWD,4686.0,1810.0,1442.0,5.0,66.0
Honda,545000,2015,42000,Petrol,Automatic,White,First,Individual,1199.0,89.0,110.0,FWD,3955.0,1694.0,1544.0,5.0,40.0
Mercedes-Benz,7900000,2017,11850,Diesel,Automatic,White,First,Individual,2925.0,282.0,600.0,RWD,5246.0,1899.0,1494.0,5.0,70.0
Honda,195000,2010,32000,Petrol,Manual,Silver,First,Individual,1198.0,89.0,110.0,FWD,3900.0,1695.0,1535.0,5.0,42.0
BMW,4550000,2021,24000,Diesel,Automatic,White,First,Individual,1995.0,188.0,400.0,RWD,4709.0,1827.0,1435.0,5.0,59.0
Land Rover,2499000,2015,50623,Diesel,Automatic,Gold,Second,Individual,2179.0,188.0,420.0,AWD,4465.0,1900.0,1635.0,5.0,57.0
Hyundai,1097000,2022,1700,Diesel,Manual,White,First,Individual,1493.0,99.0,240.0,FWD,3995.0,1770.0,1605.0,5.0,45.0
Volkswagen,1095000,2020,43260,Petrol,Automatic,Red,First,Individual,1197.0,103.0,175.0,FWD,3971.0,1682.0,1469.0,5.0,45.0
Maruti Suzuki,325000,2015,67738,CNG,Manual,White,Second,Individual,998.0,58.0,77.0,FWD,3599.0,1495.0,1700.0,5.0,35.0
Mahindra,1375000,2019,69000,Diesel,Manual,Black,First,Individual,2179.0,140.0,320.0,AWD,4456.0,1820.0,1995.0,7.0,60.0
Maruti Suzuki,745000,2021,14722,Petrol,Manual,White,First,Individual,1197.0,89.0,113.0,FWD,3845.0,1735.0,1530.0,5.0,37.0
Toyota,2175000,2017,29000,Diesel,Manual,Bronze,First,Individual,2393.0,148.0,343.0,RWD,4735.0,1830.0,1795.0,7.0,55.0
Jeep,1250000,2017,60200,Petrol,Automatic,White,First,Corporate,1368.0,160.0,250.0,FWD,4395.0,1818.0,1640.0,5.0,60.0
Maruti Suzuki,500000,2017,140000,Diesel,Manual,Grey,First,Individual,1248.0,74.0,190.0,FWD,3850.0,1695.0,1530.0,5.0,42.0
Honda,625000,2017,23798,Petrol,Manual,Brown,First,Individual,1199.0,89.0,110.0,FWD,3999.0,1734.0,1601.0,5.0,40.0
Volkswagen,650000,2017,51000,Petrol,Automatic,White,First,Individual,1197.0,103.0,175.0,FWD,4384.0,1699.0,1466.0,5.0,55.0
Honda,310000,2014,49000,Petrol,Manual,Brown,Second,Individual,1198.0,87.0,109.0,FWD,3610.0,1680.0,1500.0,5.0,35.0
Renault,600000,2017,48000,Petrol,Manual,Black,First,Individual,1498.0,105.0,142.0,FWD,4315.0,1822.0,1695.0,5.0,50.0
Ford,295000,2013,74000,Diesel,Manual,Maroon,First,Individual,1498.0,89.0,204.0,FWD,4291.0,1722.0,1496.0,5.0,43.0
Mahindra,484999,2012,102000,Diesel,Manual,Grey,Second,Individual,2179.0,140.0,330.0,FWD,4585.0,1890.0,1785.0,7.0,70.0
BMW,4250000,2018,32000,Petrol,Automatic,Blue,First,Individual,1998.0,248.0,350.0,RWD,4936.0,1868.0,1479.0,5.0,57.0
Tata,375000,2013,97000,Diesel,Manual,Black,First,Individual,2179.0,138.0,320.0,RWD,4655.0,1965.0,1922.0,7.0,55.0
Kia,1625000,2021,16000,Petrol,Automatic,Red,First,Individual,1353.0,138.0,242.0,FWD,4315.0,1800.0,1645.0,5.0,50.0
Porsche,5350000,2016,55700,Diesel,Automatic,Silver,First,Corporate,2967.0,241.0,550.0,AWD,4855.0,1939.0,1705.0,5.0,85.0
BMW,4250000,2017,80000,Diesel,Automatic,White,First,Individual,2993.0,262.0,620.0,AWD,4922.0,2004.0,1745.0,5.0,80.0
Ford,480000,2014,115000,Diesel,Manual,White,First,Individual,1498.0,89.0,204.0,FWD,3999.0,1765.0,1708.0,5.0,52.0
Hyundai,590000,2020,74000,Petrol,Manual,White,First,Individual,1197.0,82.0,114.0,FWD,3805.0,1680.0,1520.0,5.0,37.0
Hyundai,561000,2015,61000,Diesel,Manual,Silver,First,Individual,1396.0,89.0,220.0,FWD,3985.0,1734.0,1505.0,5.0,45.0
Toyota,725000,2014,104814,Petrol,Manual,Grey,First,Individual,1798.0,138.0,173.0,FWD,4540.0,1760.0,1480.0,5.0,55.0
Hyundai,645000,2013,17000,Petrol,Manual,White,First,Individual,1797.0,147.0,177.0,FWD,4530.0,1775.0,1470.0,5.0,56.0
Audi,1695000,2015,60000,Diesel,Automatic,White,Second,Individual,1968.0,174.0,380.0,AWD,4385.0,1831.0,1608.0,5.0,64.0
Maruti Suzuki,450000,2016,45000,Petrol,Manual,White,First,Individual,1197.0,83.0,115.0,FWD,3850.0,1695.0,1530.0,5.0,42.0
Mahindra,1375000,2016,75811,Diesel,Manual,Black,First,Individual,2179.0,138.0,330.0,FWD,4585.0,1890.0,1785.0,7.0,70.0
Mahindra,1700000,2021,3813,Petrol,Manual,Red,First,Individual,1997.0,150.0,300.0,AWD,3985.0,1820.0,1855.0,4.0,57.0
Maruti Suzuki,525000,2016,64928,Petrol,Manual,Red,First,Individual,1197.0,83.0,115.0,FWD,3850.0,1695.0,1530.0,5.0,42.0
Maruti Suzuki,590000,2018,68500,Diesel,Manual,Grey,First,Individual,1248.0,74.0,190.0,FWD,3995.0,1735.0,1515.0,5.0,37.0
Toyota,1495000,2014,85000,Diesel,Automatic,White,First,Individual,2982.0,169.0,360.0,RWD,4705.0,1840.0,1850.0,7.0,80.0
BMW,3300000,2017,41296,Diesel,Automatic,Blue,First,Individual,1995.0,190.0,400.0,RWD,4899.0,2094.0,1464.0,5.0,65.0
Honda,385000,2013,72567,Diesel,Manual,White,First,Individual,1498.0,99.0,200.0,FWD,3990.0,1680.0,1505.0,5.0,35.0
Maruti Suzuki,535000,2020,4295,Petrol,Manual,Silver,First,Individual,998.0,67.0,90.0,FWD,3636.0,1475.0,1670.0,5.0,35.0
Maruti Suzuki,875000,2018,82000,Diesel,Manual,White,First,Individual,1248.0,89.0,200.0,FWD,3995.0,1790.0,1640.0,5.0,48.0
Hyundai,969999,2018,68000,Diesel,Manual,Black,First,Individual,1582.0,126.0,260.0,FWD,4270.0,1780.0,1665.0,5.0,55.0
Honda,1700000,2022,8530,Petrol,Automatic,White,UnRegistered Car,Individual,1498.0,119.0,145.0,FWD,4549.0,1748.0,1489.0,5.0,40.0
Hyundai,1789999,2018,46000,Petrol,Automatic,Black,First,Individual,1999.0,153.0,192.0,FWD,4475.0,1850.0,1660.0,5.0,62.0
Toyota,1964999,2020,26000,Petrol,Manual,Silver,First,Individual,2694.0,164.0,245.0,RWD,4735.0,1830.0,1795.0,7.0,65.0
Audi,4000000,2014,39394,Petrol,Automatic,White,Second,Individual,1984.0,208.0,350.0,AWD,4198.0,1842.0,1353.0,2.0,60.0
Tata,484999,2018,35000,Petrol,Automatic,Blue,First,Individual,1199.0,84.0,114.0,FWD,3746.0,1647.0,1535.0,5.0,35.0
Maruti Suzuki,580000,2019,17881,Petrol,Manual,Grey,First,Individual,1197.0,83.0,115.0,FWD,3850.0,1695.0,1530.0,5.0,42.0
Honda,450000,2014,48409,Petrol,Manual,White,Second,Individual,1497.0,117.0,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,355000,2020,40000,Petrol,Manual,White,First,Individual,796.0,47.0,69.0,FWD,3395.0,1490.0,1475.0,5.0,35.0
Audi,2375000,2017,61643,Diesel,Automatic,Blue,First,Individual,1968.0,174.0,380.0,AWD,4385.0,1831.0,1608.0,5.0,64.0
Mercedes-Benz,6500000,2020,21000,Petrol,Automatic,White,Second,Individual,1991.0,241.0,370.0,RWD,4686.0,1810.0,1409.0,4.0,59.0
Tata,1050000,2022,1500,Petrol,Manual,Black,First,Individual,1199.0,118.0,170.0,FWD,3993.0,1811.0,1606.0,5.0,44.0
Ford,445000,2014,38985,Diesel,Manual,Silver,First,Individual,1498.0,99.0,205.0,FWD,3998.0,1765.0,1647.0,5.0,52.0
Honda,495000,2015,52000,Petrol,Manual,Brown,First,Individual,1199.0,89.0,110.0,FWD,3955.0,1694.0,1544.0,5.0,40.0
Hyundai,275000,2011,42000,Petrol,Manual,Grey,First,Individual,1197.0,79.0,112.7619,FWD,3585.0,1595.0,1550.0,5.0,35.0
Honda,465000,2014,29442,Petrol,Automatic,Silver,First,Individual,1198.0,87.0,109.0,FWD,3990.0,1680.0,1505.0,5.0,35.0
Jeep,1050000,2017,71800,Diesel,Manual,Black,First,Individual,1956.0,171.0,350.0,FWD,4395.0,1818.0,1640.0,5.0,60.0
Mercedes-Benz,4900000,2022,5000,Petrol,Automatic,White,First,Individual,1497.0,181.0,280.0,RWD,4686.0,1810.0,1442.0,5.0,66.0
Hyundai,695000,2020,18000,CNG,Manual,Green,First,Individual,1197.0,68.0,95.0,FWD,3805.0,1680.0,1520.0,5.0,60.0
Toyota,3210000,2018,37000,Diesel,Automatic,White,First,Individual,2755.0,174.0,450.0,RWD,4795.0,1855.0,1835.0,7.0,80.0
Hyundai,445000,2018,65555,Diesel,Manual,White,Second,Individual,1186.0,74.0,190.0,FWD,3995.0,1660.0,1520.0,5.0,43.0
Land Rover,5950000,2021,35000,Diesel,Automatic,Beige,First,Individual,1999.0,177.0,430.0,AWD,4371.0,1996.0,1649.0,5.0,66.5
BMW,3800000,2018,87000,Diesel,Automatic,Blue,First,Individual,1995.0,190.0,400.0,AWD,4657.0,1881.0,1678.0,5.0,67.0
Hyundai,1000000,2018,42000,Petrol,Automatic,White,First,Individual,1591.0,122.0,154.0,FWD,4270.0,1780.0,1630.0,5.0,60.0
Mahindra,1490000,2018,68000,Diesel,Manual,White,Second,Individual,2179.0,140.0,320.0,AWD,4456.0,1820.0,1995.0,7.0,60.0
MG,1550000,2022,600,Petrol,Manual,Orange,First,Individual,1498.0,108.0,144.0,FWD,4323.0,1809.0,1650.0,5.0,48.0
Toyota,484999,2017,86006,Diesel,Manual,White,First,Individual,1364.0,67.0,170.0,FWD,3884.0,1695.0,1510.0,5.0,45.0
Honda,425000,2014,75000,Diesel,Manual,White,First,Individual,1498.0,99.0,200.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Mahindra,1150000,2014,99000,Diesel,Manual,Silver,First,Individual,2179.0,120.0,280.0,RWD,4456.0,1820.0,1995.0,8.0,60.0
Skoda,3195000,2021,21651,Petrol,Automatic,Blue,First,Individual,1798.0,177.0,250.0,FWD,4861.0,1864.0,1483.0,5.0,66.0
Hyundai,725000,2016,84000,Diesel,Manual,White,First,Individual,1396.0,89.0,220.0,FWD,3995.0,1760.0,1555.0,5.0,45.0
Mercedes-Benz,2450000,2014,65000,Diesel,Automatic,White,Second,Individual,2997.0,254.0,619.0,AWD,4804.0,2141.0,1796.0,5.0,70.0
Maruti Suzuki,741000,2017,31000,Petrol,Automatic,Blue,First,Individual,1373.0,91.0,130.0,FWD,4490.0,1730.0,1485.0,5.0,43.0
Mercedes-Benz,7350000,2022,17000,Diesel,Automatic,Grey,First,Individual,1950.0,192.0,400.0,RWD,5063.0,1860.0,1494.0,5.0,80.0
Mahindra,1550000,2020,28000,Diesel,Manual,Black,First,Individual,2184.0,130.0,300.0,AWD,3985.0,1820.0,1920.0,6.0,57.0
Honda,645000,2015,64000,Diesel,Manual,White,First,Individual,1498.0,99.0,200.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Honda,550000,2014,85000,Diesel,Manual,Silver,First,Individual,1498.0,99.0,200.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Maruti Suzuki,595000,2017,35000,Petrol,Automatic,Blue,Third,Individual,1197.0,83.0,115.0,FWD,3995.0,1745.0,1500.0,5.0,37.0
Volvo,1595000,2015,44000,Diesel,Automatic,Blue,First,Individual,1984.0,150.0,350.0,FWD,4370.0,1783.0,1458.0,5.0,60.0
Maruti Suzuki,500000,2017,32000,Petrol,Automatic,Orange,Second,Individual,998.0,67.0,90.0,FWD,3715.0,1635.0,1565.0,5.0,35.0
Maruti Suzuki,345000,2016,49857,Petrol,Manual,White,First,Individual,998.0,67.0,90.0,FWD,3599.0,1495.0,1700.0,5.0,35.0
Maruti Suzuki,299000,2013,46000,Petrol,Manual,White,First,Individual,998.0,67.0,90.0,FWD,3636.0,1475.0,1670.0,5.0,35.0
Maruti Suzuki,570000,2017,36000,Petrol,Automatic,White,First,Individual,1197.0,83.0,115.0,FWD,3995.0,1745.0,1500.0,5.0,37.0
Renault,800000,2021,13000,Petrol,Automatic,White,First,Individual,999.0,99.0,152.0,FWD,3991.0,1750.0,1605.0,5.0,40.0
Hyundai,315000,2013,45000,Petrol,Manual,Grey,First,Individual,998.0,68.0,94.0,FWD,3515.0,1500.0,1510.0,5.0,32.0
Mercedes-Benz,1850000,2011,26000,Petrol,Automatic,Black,First,Individual,3498.0,272.0,345.0,RWD,5226.0,2120.0,1479.0,5.0,90.0
Maruti Suzuki,610000,2022,3800,CNG,Manual,White,First,Individual,998.0,58.0,78.0,FWD,3565.0,1520.0,1564.0,4.0,55.0
Toyota,1995000,2018,35123,Diesel,Manual,White,First,Individual,2393.0,148.0,343.0,RWD,4735.0,1830.0,1795.0,8.0,55.0
Kia,1875000,2021,21000,Diesel,Automatic,Grey,First,Individual,1493.0,114.0,250.0,FWD,4315.0,1800.0,1645.0,5.0,50.0
Hyundai,1748999,2022,2670,Petrol,Automatic,White,First,Individual,1497.0,113.0,144.0,FWD,4300.0,1790.0,1635.0,5.0,50.0
Skoda,640000,2016,124000,Diesel,Manual,Grey,First,Individual,1598.0,105.0,250.0,FWD,4386.0,1699.0,1466.0,5.0,55.0
Hyundai,779000,2016,9889,Petrol,Manual,Blue,First,Individual,1197.0,82.0,115.0,FWD,3985.0,1734.0,1505.0,5.0,45.0
Honda,1450000,2021,13000,Petrol,Automatic,Brown,First,Individual,1497.0,118.0,145.0,FWD,4440.0,1695.0,1495.0,5.0,40.0
Tata,890000,2018,35000,Petrol,Automatic,Orange,First,Individual,1198.0,108.0,170.0,FWD,3994.0,1811.0,1607.0,5.0,44.0
Maruti Suzuki,625000,2017,51145,Petrol,Manual,Red,First,Individual,1197.0,83.0,115.0,FWD,3995.0,1745.0,1500.0,5.0,37.0
Mercedes-Benz,8500000,2019,13000,Diesel,Automatic,White,First,Individual,2987.0,255.0,620.0,AWD,5130.0,1934.0,1850.0,7.0,100.0
